Países,Anos,Cod país,Expectativa de vida,Região,Grupo de renda
Monaco,2010,MCO,,Europe & Central Asia,High income
Moldova,2010,MDA,69.616,Europe & Central Asia,Upper middle income
Madagascar,2010,MDG,63.388,Sub-Saharan Africa,Low income
Maldives,2010,MDV,75.905,South Asia,Upper middle income
Mexico,2010,MEX,75.065,Latin America & Caribbean,Upper middle income
Marshall Islands,2010,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2010,MKD,74.99756097560976,Europe & Central Asia,Upper middle income
Mali,2010,MLI,55.251,Sub-Saharan Africa,Low income
Malta,2010,MLT,81.39756097560976,Middle East & North Africa,High income
Myanmar,2010,MMR,63.525,East Asia & Pacific,Lower middle income
Montenegro,2010,MNE,75.99024390243903,Europe & Central Asia,Upper middle income
Mongolia,2010,MNG,67.38,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2010,MNP,,East Asia & Pacific,High income
Mozambique,2010,MOZ,52.31,Sub-Saharan Africa,Low income
Mauritania,2010,MRT,62.527,Sub-Saharan Africa,Lower middle income
Mauritius,2010,MUS,72.96731707317073,Sub-Saharan Africa,Upper middle income
Malawi,2010,MWI,55.564,Sub-Saharan Africa,Low income
Malaysia,2010,MYS,74.493,East Asia & Pacific,Upper middle income
Namibia,2010,NAM,56.665,Sub-Saharan Africa,Upper middle income
Niger,2010,NER,57.333,Sub-Saharan Africa,Low income
Nigeria,2010,NGA,50.896,Sub-Saharan Africa,Lower middle income
Nicaragua,2010,NIC,72.428,Latin America & Caribbean,Lower middle income
Netherlands,2010,NLD,80.70243902439024,Europe & Central Asia,High income
Norway,2010,NOR,80.99756097560977,Europe & Central Asia,High income
Nepal,2010,NPL,67.611,South Asia,Lower middle income
Nauru,2010,NRU,,East Asia & Pacific,High income
New Zealand,2010,NZL,80.70243902439024,East Asia & Pacific,High income
Oman,2010,OMN,75.682,Middle East & North Africa,High income
Pakistan,2010,PAK,65.264,South Asia,Lower middle income
Panama,2010,PAN,76.792,Latin America & Caribbean,High income
Peru,2010,PER,74.41,Latin America & Caribbean,Upper middle income
Philippines,2010,PHL,69.823,East Asia & Pacific,Lower middle income
Palau,2010,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2010,PNG,62.029,East Asia & Pacific,Lower middle income
Poland,2010,POL,76.24634146341464,Europe & Central Asia,High income
Puerto Rico,2010,PRI,78.41909756097562,Latin America & Caribbean,High income
Portugal,2010,PRT,79.02682926829269,Europe & Central Asia,High income
Paraguay,2010,PRY,72.653,Latin America & Caribbean,Upper middle income
Qatar,2010,QAT,79.108,Middle East & North Africa,High income
Romania,2010,ROU,73.45853658536586,Europe & Central Asia,High income
Rwanda,2010,RWA,63.433,Sub-Saharan Africa,Low income
Saudi Arabia,2010,SAU,73.917,Middle East & North Africa,High income
Sudan,2010,SDN,62.764,Sub-Saharan Africa,Low income
Senegal,2010,SEN,64.284,Sub-Saharan Africa,Lower middle income
Singapore,2010,SGP,81.54146341463417,East Asia & Pacific,High income
Solomon Islands,2010,SLB,70.674,East Asia & Pacific,Lower middle income
Sierra Leone,2010,SLE,49.382,Sub-Saharan Africa,Low income
El Salvador,2010,SLV,71.21,Latin America & Caribbean,Lower middle income
San Marino,2010,SMR,,Europe & Central Asia,High income
Somalia,2010,SOM,53.99,Sub-Saharan Africa,Low income
Serbia,2010,SRB,74.33658536585367,Europe & Central Asia,Upper middle income
South Sudan,2010,SSD,54.8,Sub-Saharan Africa,Low income
Sao Tome and Principe,2010,STP,67.43,Sub-Saharan Africa,Lower middle income
Suriname,2010,SUR,70.465,Latin America & Caribbean,Upper middle income
Slovenia,2010,SVN,79.4219512195122,Europe & Central Asia,High income
Sweden,2010,SWE,81.45121951219514,Europe & Central Asia,High income
Eswatini,2010,SWZ,46.601,Sub-Saharan Africa,Lower middle income
Seychelles,2010,SYC,73.19756097560976,Sub-Saharan Africa,High income
Chad,2010,TCD,50.89,Sub-Saharan Africa,Low income
Togo,2010,TGO,57.468,Sub-Saharan Africa,Low income
Thailand,2010,THA,74.184,East Asia & Pacific,Upper middle income
Tajikistan,2010,TJK,68.736,Europe & Central Asia,Lower middle income
Turkmenistan,2010,TKM,66.657,Europe & Central Asia,Upper middle income
Tonga,2010,TON,70.059,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2010,TTO,71.946,Latin America & Caribbean,High income
Tunisia,2010,TUN,75.041,Middle East & North Africa,Lower middle income
Tuvalu,2010,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2010,TZA,58.584,Sub-Saharan Africa,Lower middle income
Uganda,2010,UGA,57.099,Sub-Saharan Africa,Low income
Ukraine,2010,UKR,70.26536585365855,Europe & Central Asia,Lower middle income
Uruguay,2010,URY,76.75,Latin America & Caribbean,High income
United States,2010,USA,78.54146341463415,North America,High income
Uzbekistan,2010,UZB,69.672,Europe & Central Asia,Lower middle income
Vietnam,2010,VNM,74.837,East Asia & Pacific,Lower middle income
Vanuatu,2010,VUT,69.123,East Asia & Pacific,Lower middle income
Samoa,2010,WSM,71.663,East Asia & Pacific,Lower middle income
South Africa,2010,ZAF,57.669,Sub-Saharan Africa,Upper middle income
Zambia,2010,ZMB,55.655,Sub-Saharan Africa,Low income
Zimbabwe,2010,ZWE,50.64,Sub-Saharan Africa,Lower middle income
Afghanistan,2011,AFG,61.553,South Asia,Low income
Angola,2011,AGO,56.33,Sub-Saharan Africa,Lower middle income
Albania,2011,ALB,76.914,Europe & Central Asia,Upper middle income
Andorra,2011,AND,,Europe & Central Asia,High income
United Arab Emirates,2011,ARE,76.521,Middle East & North Africa,High income
Argentina,2011,ARG,75.439,Latin America & Caribbean,Upper middle income
Armenia,2011,ARM,73.572,Europe & Central Asia,Upper middle income
American Samoa,2011,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2011,ATG,75.956,Latin America & Caribbean,High income
Australia,2011,AUS,81.89512195121951,East Asia & Pacific,High income
Austria,2011,AUT,80.9829268292683,Europe & Central Asia,High income
Azerbaijan,2011,AZE,71.234,Europe & Central Asia,Upper middle income
Burundi,2011,BDI,57.925,Sub-Saharan Africa,Low income
Belgium,2011,BEL,80.58536585365854,Europe & Central Asia,High income
Benin,2011,BEN,59.59,Sub-Saharan Africa,Lower middle income
Burkina Faso,2011,BFA,57.761,Sub-Saharan Africa,Low income
Bangladesh,2011,BGD,70.256,South Asia,Lower middle income
Bulgaria,2011,BGR,74.16341463414635,Europe & Central Asia,Upper middle income
Bahrain,2011,BHR,76.2,Middle East & North Africa,High income
Bosnia and Herzegovina,2011,BIH,76.219,Europe & Central Asia,Upper middle income
Belarus,2011,BLR,70.55365853658537,Europe & Central Asia,Upper middle income
Belize,2011,BLZ,72.57,Latin America & Caribbean,Upper middle income
Bermuda,2011,BMU,81.15268292682927,North America,High income
Bolivia,2011,BOL,68.521,Latin America & Caribbean,Lower middle income
Brazil,2011,BRA,73.921,Latin America & Caribbean,Upper middle income
Barbados,2011,BRB,78.456,Latin America & Caribbean,High income
Bhutan,2011,BTN,68.84,South Asia,Lower middle income
Botswana,2011,BWA,61.91,Sub-Saharan Africa,Upper middle income
Central African Republic,2011,CAF,47.95,Sub-Saharan Africa,Low income
Canada,2011,CAN,81.44878048780488,North America,High income
Switzerland,2011,CHE,82.69512195121952,Europe & Central Asia,High income
Chile,2011,CHL,78.986,Latin America & Caribbean,High income
China,2011,CHN,74.708,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2011,CIV,53.62,Sub-Saharan Africa,Lower middle income
Cameroon,2011,CMR,55.581,Sub-Saharan Africa,Lower middle income
Colombia,2011,COL,75.655,Latin America & Caribbean,Upper middle income
Comoros,2011,COM,62.24,Sub-Saharan Africa,Lower middle income
Costa Rica,2011,CRI,78.919,Latin America & Caribbean,Upper middle income
Cuba,2011,CUB,78.4,Latin America & Caribbean,Upper middle income
Cyprus,2011,CYP,79.621,Europe & Central Asia,High income
Germany,2011,DEU,80.43658536585367,Europe & Central Asia,High income
Djibouti,2011,DJI,60.667,Middle East & North Africa,Lower middle income
Dominica,2011,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2011,DNK,79.8,Europe & Central Asia,High income
Dominican Republic,2011,DOM,72.284,Latin America & Caribbean,Upper middle income
Algeria,2011,DZA,75.199,Middle East & North Africa,Lower middle income
Ecuador,2011,ECU,75.289,Latin America & Caribbean,Upper middle income
Eritrea,2011,ERI,62.732,Sub-Saharan Africa,Low income
Spain,2011,ESP,82.47560975609757,Europe & Central Asia,High income
Estonia,2011,EST,76.22926829268293,Europe & Central Asia,High income
Ethiopia,2011,ETH,62.505,Sub-Saharan Africa,Low income
Finland,2011,FIN,80.47073170731709,Europe & Central Asia,High income
Fiji,2011,FJI,66.759,East Asia & Pacific,Upper middle income
France,2011,FRA,82.11463414634147,Europe & Central Asia,High income
Gabon,2011,GAB,62.168,Sub-Saharan Africa,Upper middle income
United Kingdom,2011,GBR,80.95121951219512,Europe & Central Asia,High income
Georgia,2011,GEO,71.773,Europe & Central Asia,Upper middle income
Ghana,2011,GHA,61.381,Sub-Saharan Africa,Lower middle income
Guinea,2011,GIN,57.387,Sub-Saharan Africa,Low income
Guinea-Bissau,2011,GNB,55.144,Sub-Saharan Africa,Low income
Equatorial Guinea,2011,GNQ,55.945,Sub-Saharan Africa,Upper middle income
Greece,2011,GRC,80.73170731707317,Europe & Central Asia,High income
Grenada,2011,GRD,72.768,Latin America & Caribbean,Upper middle income
Greenland,2011,GRL,69.85414634146343,Europe & Central Asia,High income
Guatemala,2011,GTM,71.861,Latin America & Caribbean,Upper middle income
Guam,2011,GUM,78.173,East Asia & Pacific,High income
Guyana,2011,GUY,68.321,Latin America & Caribbean,Upper middle income
Honduras,2011,HND,73.569,Latin America & Caribbean,Lower middle income
Croatia,2011,HRV,76.77560975609757,Europe & Central Asia,High income
Haiti,2011,HTI,60.879,Latin America & Caribbean,Lower middle income
Hungary,2011,HUN,74.85853658536587,Europe & Central Asia,High income
Indonesia,2011,IDN,69.542,East Asia & Pacific,Lower middle income
India,2011,IND,67.13,South Asia,Lower middle income
Ireland,2011,IRL,80.74634146341464,Europe & Central Asia,High income
Iraq,2011,IRQ,68.848,Middle East & North Africa,Upper middle income
Iceland,2011,ISL,82.35853658536587,Europe & Central Asia,High income
Israel,2011,ISR,81.65609756097562,Middle East & North Africa,High income
Italy,2011,ITA,82.1878048780488,Europe & Central Asia,High income
Jamaica,2011,JAM,74.012,Latin America & Caribbean,Upper middle income
Jordan,2011,JOR,73.581,Middle East & North Africa,Upper middle income
Japan,2011,JPN,82.59121951219514,East Asia & Pacific,High income
Kazakhstan,2011,KAZ,68.69,Europe & Central Asia,Upper middle income
Kenya,2011,KEN,61.851,Sub-Saharan Africa,Lower middle income
Cambodia,2011,KHM,67.043,East Asia & Pacific,Lower middle income
Kiribati,2011,KIR,66.072,East Asia & Pacific,Lower middle income
Kuwait,2011,KWT,74.55,Middle East & North Africa,High income
Lebanon,2011,LBN,78.507,Middle East & North Africa,Lower middle income
Liberia,2011,LBR,60.146,Sub-Saharan Africa,Low income
Libya,2011,LBY,71.956,Middle East & North Africa,Upper middle income
Sri Lanka,2011,LKA,75.614,South Asia,Lower middle income
Lesotho,2011,LSO,46.207,Sub-Saharan Africa,Lower middle income
Lithuania,2011,LTU,73.56341463414635,Europe & Central Asia,High income
Luxembourg,2011,LUX,80.98780487804878,Europe & Central Asia,High income
Latvia,2011,LVA,73.57560975609756,Europe & Central Asia,High income
Morocco,2011,MAR,74.696,Middle East & North Africa,Lower middle income
Monaco,2011,MCO,,Europe & Central Asia,High income
Moldova,2011,MDA,70.119,Europe & Central Asia,Upper middle income
Madagascar,2011,MDG,63.836,Sub-Saharan Africa,Low income
Maldives,2011,MDV,76.293,South Asia,Upper middle income
Mexico,2011,MEX,75.011,Latin America & Caribbean,Upper middle income
Marshall Islands,2011,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2011,MKD,75.1,Europe & Central Asia,Upper middle income
Mali,2011,MLI,55.701,Sub-Saharan Africa,Low income
Malta,2011,MLT,80.74634146341464,Middle East & North Africa,High income
Myanmar,2011,MMR,63.983,East Asia & Pacific,Lower middle income
Montenegro,2011,MNE,75.9829268292683,Europe & Central Asia,Upper middle income
Mongolia,2011,MNG,67.818,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2011,MNP,,East Asia & Pacific,High income
Mozambique,2011,MOZ,53.043,Sub-Saharan Africa,Low income
Mauritania,2011,MRT,62.799,Sub-Saharan Africa,Lower middle income
Mauritius,2011,MUS,73.2668292682927,Sub-Saharan Africa,Upper middle income
Malawi,2011,MWI,57.161,Sub-Saharan Africa,Low income
Malaysia,2011,MYS,74.683,East Asia & Pacific,Upper middle income
Namibia,2011,NAM,58.085,Sub-Saharan Africa,Upper middle income
Niger,2011,NER,58.081,Sub-Saharan Africa,Low income
Nigeria,2011,NGA,51.346,Sub-Saharan Africa,Lower middle income
Nicaragua,2011,NIC,72.692,Latin America & Caribbean,Lower middle income
Netherlands,2011,NLD,81.2048780487805,Europe & Central Asia,High income
Norway,2011,NOR,81.2951219512195,Europe & Central Asia,High income
Nepal,2011,NPL,68.028,South Asia,Lower middle income
Nauru,2011,NRU,,East Asia & Pacific,High income
New Zealand,2011,NZL,80.90487804878049,East Asia & Pacific,High income
Oman,2011,OMN,75.916,Middle East & North Africa,High income
Pakistan,2011,PAK,65.562,South Asia,Lower middle income
Panama,2011,PAN,76.989,Latin America & Caribbean,High income
Peru,2011,PER,74.697,Latin America & Caribbean,Upper middle income
Philippines,2011,PHL,69.984,East Asia & Pacific,Lower middle income
Palau,2011,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2011,PNG,62.316,East Asia & Pacific,Lower middle income
Poland,2011,POL,76.69512195121952,Europe & Central Asia,High income
Puerto Rico,2011,PRI,78.64065853658536,Latin America & Caribbean,High income
Portugal,2011,PRT,80.47073170731709,Europe & Central Asia,High income
Paraguay,2011,PRY,72.86,Latin America & Caribbean,Upper middle income
Qatar,2011,QAT,79.26,Middle East & North Africa,High income
Romania,2011,ROU,74.40975609756099,Europe & Central Asia,High income
Rwanda,2011,RWA,64.523,Sub-Saharan Africa,Low income
Saudi Arabia,2011,SAU,74.089,Middle East & North Africa,High income
Sudan,2011,SDN,63.171,Sub-Saharan Africa,Low income
Senegal,2011,SEN,64.898,Sub-Saharan Africa,Lower middle income
Singapore,2011,SGP,81.7439024390244,East Asia & Pacific,High income
Solomon Islands,2011,SLB,70.985,East Asia & Pacific,Lower middle income
Sierra Leone,2011,SLE,50.234,Sub-Saharan Africa,Low income
El Salvador,2011,SLV,71.449,Latin America & Caribbean,Lower middle income
San Marino,2011,SMR,,Europe & Central Asia,High income
Somalia,2011,SOM,54.342,Sub-Saharan Africa,Low income
Serbia,2011,SRB,74.53658536585367,Europe & Central Asia,Upper middle income
South Sudan,2011,SSD,55.325,Sub-Saharan Africa,Low income
Sao Tome and Principe,2011,STP,67.885,Sub-Saharan Africa,Lower middle income
Suriname,2011,SUR,70.676,Latin America & Caribbean,Upper middle income
Slovenia,2011,SVN,79.97073170731709,Europe & Central Asia,High income
Sweden,2011,SWE,81.80243902439025,Europe & Central Asia,High income
Eswatini,2011,SWZ,48.141,Sub-Saharan Africa,Lower middle income
Seychelles,2011,SYC,72.72439024390245,Sub-Saharan Africa,High income
Chad,2011,TCD,51.424,Sub-Saharan Africa,Low income
Togo,2011,TGO,58.092,Sub-Saharan Africa,Low income
Thailand,2011,THA,74.593,East Asia & Pacific,Upper middle income
Tajikistan,2011,TJK,69.055,Europe & Central Asia,Lower middle income
Turkmenistan,2011,TKM,66.928,Europe & Central Asia,Upper middle income
Tonga,2011,TON,70.148,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2011,TTO,72.17,Latin America & Caribbean,High income
Tunisia,2011,TUN,75.206,Middle East & North Africa,Lower middle income
Tuvalu,2011,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2011,TZA,59.525,Sub-Saharan Africa,Lower middle income
Uganda,2011,UGA,58.087,Sub-Saharan Africa,Low income
Ukraine,2011,UKR,70.80926829268293,Europe & Central Asia,Lower middle income
Uruguay,2011,URY,76.882,Latin America & Caribbean,High income
United States,2011,USA,78.64146341463415,North America,High income
Uzbekistan,2011,UZB,69.91,Europe & Central Asia,Lower middle income
Vietnam,2011,VNM,74.904,East Asia & Pacific,Lower middle income
Vanuatu,2011,VUT,69.272,East Asia & Pacific,Lower middle income
Samoa,2011,WSM,71.906,East Asia & Pacific,Lower middle income
South Africa,2011,ZAF,58.895,Sub-Saharan Africa,Upper middle income
Zambia,2011,ZMB,57.126,Sub-Saharan Africa,Low income
Zimbabwe,2011,ZWE,52.896,Sub-Saharan Africa,Lower middle income
Afghanistan,2012,AFG,62.054,South Asia,Low income
Angola,2012,AGO,57.236,Sub-Saharan Africa,Lower middle income
Albania,2012,ALB,77.252,Europe & Central Asia,Upper middle income
Andorra,2012,AND,,Europe & Central Asia,High income
United Arab Emirates,2012,ARE,76.711,Middle East & North Africa,High income
Argentina,2012,ARG,75.598,Latin America & Caribbean,Upper middle income
Armenia,2012,ARM,73.82,Europe & Central Asia,Upper middle income
American Samoa,2012,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2012,ATG,76.087,Latin America & Caribbean,High income
Australia,2012,AUS,82.04634146341463,East Asia & Pacific,High income
Austria,2012,AUT,80.93658536585367,Europe & Central Asia,High income
Azerbaijan,2012,AZE,71.506,Europe & Central Asia,Upper middle income
Burundi,2012,BDI,58.568,Sub-Saharan Africa,Low income
Belgium,2012,BEL,80.38536585365854,Europe & Central Asia,High income
Benin,2012,BEN,59.842,Sub-Saharan Africa,Lower middle income
Burkina Faso,2012,BFA,58.374,Sub-Saharan Africa,Low income
Bangladesh,2012,BGD,70.606,South Asia,Lower middle income
Bulgaria,2012,BGR,74.31463414634149,Europe & Central Asia,Upper middle income
Bahrain,2012,BHR,76.342,Middle East & North Africa,High income
Bosnia and Herzegovina,2012,BIH,76.401,Europe & Central Asia,Upper middle income
Belarus,2012,BLR,71.96585365853657,Europe & Central Asia,Upper middle income
Belize,2012,BLZ,73.044,Latin America & Caribbean,Upper middle income
Bermuda,2012,BMU,81.67780487804879,North America,High income
Bolivia,2012,BOL,69.01,Latin America & Caribbean,Lower middle income
Brazil,2012,BRA,74.209,Latin America & Caribbean,Upper middle income
Barbados,2012,BRB,78.547,Latin America & Caribbean,High income
Bhutan,2012,BTN,69.263,South Asia,Lower middle income
Botswana,2012,BWA,63.511,Sub-Saharan Africa,Upper middle income
Central African Republic,2012,CAF,48.638,Sub-Saharan Africa,Low income
Canada,2012,CAN,81.64878048780488,North America,High income
Switzerland,2012,CHE,82.69756097560976,Europe & Central Asia,High income
Chile,2012,CHL,79.176,Latin America & Caribbean,High income
China,2012,CHN,75.013,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2012,CIV,54.271,Sub-Saharan Africa,Lower middle income
Cameroon,2012,CMR,56.073,Sub-Saharan Africa,Lower middle income
Colombia,2012,COL,75.882,Latin America & Caribbean,Upper middle income
Comoros,2012,COM,62.595,Sub-Saharan Africa,Lower middle income
Costa Rica,2012,CRI,79.074,Latin America & Caribbean,Upper middle income
Cuba,2012,CUB,78.446,Latin America & Caribbean,Upper middle income
Cyprus,2012,CYP,79.812,Europe & Central Asia,High income
Germany,2012,DEU,80.53902439024391,Europe & Central Asia,High income
Djibouti,2012,DJI,61.395,Middle East & North Africa,Lower middle income
Dominica,2012,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2012,DNK,80.05121951219512,Europe & Central Asia,High income
Dominican Republic,2012,DOM,72.523,Latin America & Caribbean,Upper middle income
Algeria,2012,DZA,75.436,Middle East & North Africa,Lower middle income
Ecuador,2012,ECU,75.495,Latin America & Caribbean,Upper middle income
Eritrea,2012,ERI,63.238,Sub-Saharan Africa,Low income
Spain,2012,ESP,82.4268292682927,Europe & Central Asia,High income
Estonia,2012,EST,76.3268292682927,Europe & Central Asia,High income
Ethiopia,2012,ETH,63.281,Sub-Saharan Africa,Low income
Finland,2012,FIN,80.6268292682927,Europe & Central Asia,High income
Fiji,2012,FJI,66.859,East Asia & Pacific,Upper middle income
France,2012,FRA,81.96829268292684,Europe & Central Asia,High income
Gabon,2012,GAB,62.924,Sub-Saharan Africa,Upper middle income
United Kingdom,2012,GBR,80.90487804878049,Europe & Central Asia,High income
Georgia,2012,GEO,72.097,Europe & Central Asia,Upper middle income
Ghana,2012,GHA,61.72,Sub-Saharan Africa,Lower middle income
Guinea,2012,GIN,57.905,Sub-Saharan Africa,Low income
Guinea-Bissau,2012,GNB,55.645,Sub-Saharan Africa,Low income
Equatorial Guinea,2012,GNQ,56.288,Sub-Saharan Africa,Upper middle income
Greece,2012,GRC,80.63414634146342,Europe & Central Asia,High income
Grenada,2012,GRD,72.669,Latin America & Caribbean,Upper middle income
Greenland,2012,GRL,70.55,Europe & Central Asia,High income
Guatemala,2012,GTM,72.236,Latin America & Caribbean,Upper middle income
Guam,2012,GUM,78.408,East Asia & Pacific,High income
Guyana,2012,GUY,68.575,Latin America & Caribbean,Upper middle income
Honduras,2012,HND,73.814,Latin America & Caribbean,Lower middle income
Croatia,2012,HRV,76.92439024390244,Europe & Central Asia,High income
Haiti,2012,HTI,61.26,Latin America & Caribbean,Lower middle income
Hungary,2012,HUN,75.06341463414634,Europe & Central Asia,High income
Indonesia,2012,IDN,69.866,East Asia & Pacific,Lower middle income
India,2012,IND,67.545,South Asia,Lower middle income
Ireland,2012,IRL,80.84634146341465,Europe & Central Asia,High income
Iraq,2012,IRQ,69.148,Middle East & North Africa,Upper middle income
Iceland,2012,ISL,82.91707317073171,Europe & Central Asia,High income
Israel,2012,ISR,81.7048780487805,Middle East & North Africa,High income
Italy,2012,ITA,82.23902439024391,Europe & Central Asia,High income
Jamaica,2012,JAM,74.001,Latin America & Caribbean,Upper middle income
Jordan,2012,JOR,73.722,Middle East & North Africa,Upper middle income
Japan,2012,JPN,83.09609756097561,East Asia & Pacific,High income
Kazakhstan,2012,KAZ,69.52,Europe & Central Asia,Upper middle income
Kenya,2012,KEN,62.659,Sub-Saharan Africa,Lower middle income
Cambodia,2012,KHM,67.48,East Asia & Pacific,Lower middle income
Kiribati,2012,KIR,66.381,East Asia & Pacific,Lower middle income
Kuwait,2012,KWT,74.728,Middle East & North Africa,High income
Lebanon,2012,LBN,78.611,Middle East & North Africa,Lower middle income
Liberia,2012,LBR,60.663,Sub-Saharan Africa,Low income
Libya,2012,LBY,71.901,Middle East & North Africa,Upper middle income
Sri Lanka,2012,LKA,75.796,South Asia,Lower middle income
Lesotho,2012,LSO,47.416,Sub-Saharan Africa,Lower middle income
Lithuania,2012,LTU,73.86341463414635,Europe & Central Asia,High income
Luxembourg,2012,LUX,81.39268292682927,Europe & Central Asia,High income
Latvia,2012,LVA,73.77804878048781,Europe & Central Asia,High income
Morocco,2012,MAR,74.97,Middle East & North Africa,Lower middle income
Monaco,2012,MCO,,Europe & Central Asia,High income
Moldova,2012,MDA,70.581,Europe & Central Asia,Upper middle income
Madagascar,2012,MDG,64.28,Sub-Saharan Africa,Low income
Maldives,2012,MDV,76.664,South Asia,Upper middle income
Mexico,2012,MEX,74.966,Latin America & Caribbean,Upper middle income
Marshall Islands,2012,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2012,MKD,74.90243902439026,Europe & Central Asia,Upper middle income
Mali,2012,MLI,56.135,Sub-Saharan Africa,Low income
Malta,2012,MLT,80.74634146341464,Middle East & North Africa,High income
Myanmar,2012,MMR,64.453,East Asia & Pacific,Lower middle income
Montenegro,2012,MNE,76.2,Europe & Central Asia,Upper middle income
Mongolia,2012,MNG,68.217,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2012,MNP,,East Asia & Pacific,High income
Mozambique,2012,MOZ,53.931,Sub-Saharan Africa,Low income
Mauritania,2012,MRT,63.079,Sub-Saharan Africa,Lower middle income
Mauritius,2012,MUS,73.86341463414635,Sub-Saharan Africa,Upper middle income
Malawi,2012,MWI,58.629,Sub-Saharan Africa,Low income
Malaysia,2012,MYS,74.877,East Asia & Pacific,Upper middle income
Namibia,2012,NAM,59.387,Sub-Saharan Africa,Upper middle income
Niger,2012,NER,58.79,Sub-Saharan Africa,Low income
Nigeria,2012,NGA,51.786,Sub-Saharan Africa,Lower middle income
Nicaragua,2012,NIC,72.951,Latin America & Caribbean,Lower middle income
Netherlands,2012,NLD,81.10487804878049,Europe & Central Asia,High income
Norway,2012,NOR,81.45121951219514,Europe & Central Asia,High income
Nepal,2012,NPL,68.426,South Asia,Lower middle income
Nauru,2012,NRU,,East Asia & Pacific,High income
New Zealand,2012,NZL,81.15609756097562,East Asia & Pacific,High income
Oman,2012,OMN,76.149,Middle East & North Africa,High income
Pakistan,2012,PAK,65.849,South Asia,Lower middle income
Panama,2012,PAN,77.188,Latin America & Caribbean,High income
Peru,2012,PER,74.981,Latin America & Caribbean,Upper middle income
Philippines,2012,PHL,70.149,East Asia & Pacific,Lower middle income
Palau,2012,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2012,PNG,62.604,East Asia & Pacific,Lower middle income
Poland,2012,POL,76.74634146341464,Europe & Central Asia,High income
Puerto Rico,2012,PRI,78.84758536585366,Latin America & Caribbean,High income
Portugal,2012,PRT,80.37317073170732,Europe & Central Asia,High income
Paraguay,2012,PRY,73.068,Latin America & Caribbean,Upper middle income
Qatar,2012,QAT,79.399,Middle East & North Africa,High income
Romania,2012,ROU,74.41219512195123,Europe & Central Asia,High income
Rwanda,2012,RWA,65.438,Sub-Saharan Africa,Low income
Saudi Arabia,2012,SAU,74.254,Middle East & North Africa,High income
Sudan,2012,SDN,63.542,Sub-Saharan Africa,Low income
Senegal,2012,SEN,65.448,Sub-Saharan Africa,Lower middle income
Singapore,2012,SGP,81.99512195121952,East Asia & Pacific,High income
Solomon Islands,2012,SLB,71.296,East Asia & Pacific,Lower middle income
Sierra Leone,2012,SLE,51.018,Sub-Saharan Africa,Low income
El Salvador,2012,SLV,71.692,Latin America & Caribbean,Lower middle income
San Marino,2012,SMR,,Europe & Central Asia,High income
Somalia,2012,SOM,54.713,Sub-Saharan Africa,Low income
Serbia,2012,SRB,74.83658536585368,Europe & Central Asia,Upper middle income
South Sudan,2012,SSD,55.791,Sub-Saharan Africa,Low income
Sao Tome and Principe,2012,STP,68.306,Sub-Saharan Africa,Lower middle income
Suriname,2012,SUR,70.851,Latin America & Caribbean,Upper middle income
Slovenia,2012,SVN,80.12439024390244,Europe & Central Asia,High income
Sweden,2012,SWE,81.7048780487805,Europe & Central Asia,High income
Eswatini,2012,SWZ,49.862,Sub-Saharan Africa,Lower middle income
Seychelles,2012,SYC,74.27560975609757,Sub-Saharan Africa,High income
Chad,2012,TCD,51.928,Sub-Saharan Africa,Low income
Togo,2012,TGO,58.661,Sub-Saharan Africa,Low income
Thailand,2012,THA,74.992,East Asia & Pacific,Upper middle income
Tajikistan,2012,TJK,69.34,Europe & Central Asia,Lower middle income
Turkmenistan,2012,TKM,67.167,Europe & Central Asia,Upper middle income
Tonga,2012,TON,70.242,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2012,TTO,72.382,Latin America & Caribbean,High income
Tunisia,2012,TUN,75.376,Middle East & North Africa,Lower middle income
Tuvalu,2012,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2012,TZA,60.47,Sub-Saharan Africa,Lower middle income
Uganda,2012,UGA,59.017,Sub-Saharan Africa,Low income
Ukraine,2012,UKR,70.94414634146342,Europe & Central Asia,Lower middle income
Uruguay,2012,URY,77.004,Latin America & Caribbean,High income
United States,2012,USA,78.74146341463415,North America,High income
Uzbekistan,2012,UZB,70.155,Europe & Central Asia,Lower middle income
